發生時間,發生地點,死亡受傷人數,車種,經度,緯度
111年06月20日 08時06分00秒,新竹市東區公道五路三段，公道五路橋上(路燈燈桿146270)),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.985858,24.813687
111年06月20日 08時29分00秒,高雄市左營區天祥二路 / 高雄市左營區天祥二路,死亡1;受傷0,普通重型-機車;自用-小客車,120.281100,22.765050
111年06月20日 20時30分00秒,新竹縣新埔鎮縣115線 20公里,死亡2;受傷0,普通重型-機車;乘客-人,121.129849,24.878970
111年06月21日 01時52分00秒,新北市淡水區民權路口 / 新北市淡水區民族路口,死亡1;受傷2,自用-小客車;其他人-人;乘客-人,121.459908,25.138057
111年06月21日 03時10分14秒,雲林縣元長鄉山內村古松26之21號旁,死亡1;受傷0,自用-小客車,120.316290,23.676689
111年06月21日 06時30分00秒,屏東縣萬丹鄉厦北村河堤北路68號前0.0公尺,死亡1;受傷0,普通重型-機車,120.456573,22.600685
111年06月21日 07時48分00秒,屏東縣枋寮鄉中山路154-1號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.596814,22.364264
111年06月21日 08時19分00秒,高雄市大寮區興隆路 / 高雄市大寮區東隆街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.412403,22.607776
111年06月21日 12時22分00秒,彰化縣溪湖鎮湖西里二溪路 / 彰化縣溪湖鎮湖西里大同路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.472302,23.959252
111年06月22日 08時09分12秒,雲林縣北港鎮南安里義民路112062號電桿旁,死亡1;受傷0,普通重型-機車;普通重型-機車,120.302159,23.566685
111年06月22日 16時42分00秒,彰化縣伸港鄉台61線 167公里40.0公尺處北側向外側,死亡1;受傷0,自用-大貨車;普通重型-機車;行人-人;乘客-人,120.475562,24.158887
111年06月23日 06時38分00秒,新北市新莊區新北市新莊區中華路3段241422號燈桿處,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,121.452054,25.057255
111年06月23日 08時35分00秒,高雄市美濃區中正路3段576號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.532710,22.850650
111年06月23日 11時03分30秒,桃園市復興區台7線 13公里附近,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-曳引車,121.336288,24.829395
111年06月23日 11時40分00秒,高雄市美濃區中山路2段 / 高雄市美濃區中山路2段,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.515800,22.894640
111年06月23日 13時43分00秒,屏東縣長治鄉中興路口 / 屏東縣長治鄉崑崙路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.533334,22.690554
111年06月23日 16時29分30秒,苗栗縣三義鄉臺13線55.5公里往南約100公尺處,死亡1;受傷0,自用-半聯結車;普通重型-機車,120.735002,24.351967
111年06月23日 19時30分00秒,彰化縣埔鹽鄉南港村埔港路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);行人-人,120.499303,23.980308
111年06月24日 05時30分00秒,桃園市桃園區大有路63號前0.0公尺,死亡1;受傷0,自用-小客車,121.322239,25.004857
111年06月24日 15時53分00秒,臺東縣關山鎮台9線 315公里450.0公尺處,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.170601,23.065199
111年06月25日 06時54分26秒,臺南市善化區嘉南里178線國3南下匝道口西側,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.330948,23.124014
111年06月25日 07時32分00秒,高雄市岡山區岡山路 / 高雄市岡山區嘉新西路,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.292285,22.801669
111年06月25日 07時51分00秒,新北市中和區勝利路 / 新北市中和區福祥路,死亡1;受傷1,普通重型-機車;普通重型-機車,121.499366,25.007835
111年06月25日 11時34分02秒,苗栗縣苗栗市台6線經國路12公里處,死亡1;受傷1,大型重型1(550C.C.以上)-機車;普通重型-機車,120.815351,24.537305
111年06月25日 11時36分00秒,屏東縣新園鄉新南路6之3號前0.0公尺附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.459626,22.532808
111年06月25日 19時38分44秒,臺南市仁德區德善路南側 / 臺南市仁德區德善路西側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-大貨車,120.256760,22.948096
111年06月26日 05時36分00秒,嘉義縣太保市後庄里台18線1.5k,死亡1;受傷0,普通重型-機車,120.327872,23.472112
111年06月26日 06時14分00秒,彰化縣溪州鄉舊眉村中山路4段378號前0.0公尺,死亡1;受傷0,普通重型-機車,120.509419,23.864619
111年06月26日 13時20分00秒,花蓮縣豐濱鄉台11線 53公里附近,死亡1;受傷1,自用-小客車;普通重型-機車;遊覽車-大客車,121.526774,23.589089
111年06月26日 14時50分00秒,高雄市大寮區河堤路3段379號前0.0公尺,死亡1;受傷0,普通重型-機車,120.370435,22.537320
111年06月27日 06時15分00秒,新北市樹林區中正路 / 新北市樹林區俊興街,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,121.371249,24.923638
111年06月27日 06時58分00秒,新北市板橋區縣民大道1段 / 新北市板橋區民權路,死亡1;受傷0,自用-小客車;普通重型-機車,121.459183,25.008555
111年06月27日 09時01分00秒,臺中市大肚區大東里沙田路二段469號前0.0公尺,死亡1;受傷0,行人-人;營業用-曳引車,120.545980,24.148194
111年06月27日 12時32分55秒,臺南市新市區三舍102-7號,死亡1;受傷0,電動自行車-慢車,120.295051,23.090366
111年06月27日 15時36分47秒,雲林縣斗南鎮158甲線23.1公里處(中華電信新崙幹109),死亡1;受傷0,普通重型-機車,120.452304,23.677873
111年06月27日 20時24分00秒,新北市淡水區後洲路1段前0.0公尺,死亡1;受傷0,普通重型-機車,121.427444,25.199389
111年06月28日 00時13分00秒,桃園市大溪區永昌路口 / 桃園市大溪區國道3號南下匝道,死亡1;受傷0,普通重型-機車;計程車-小客車,121.263032,24.893009
111年06月28日 08時28分00秒,苗栗縣苑裡鎮苗69線啟心二路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.703814,24.378935
111年06月28日 08時55分00秒,桃園市桃園區萬壽路二段巨蛋旁,死亡1;受傷0,動力機械-其他車;普通重型-機車,121.323986,24.992442
111年06月28日 09時49分00秒,臺中市大里區永隆里大明路 / 臺中市大里區永隆里爽文路,死亡1;受傷0,自用-大貨車;大型重型1(550C.C.以上)-機車,120.674383,24.114919
111年06月28日 10時04分25秒,屏東縣屏東市盛豐路口 / 屏東縣屏東市海豐街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.509067,22.696847
111年06月28日 12時17分00秒,彰化縣秀水鄉福安村民意街 / 彰化縣秀水鄉福安村彰水路2段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.494889,24.028418
111年06月28日 14時47分00秒,新竹縣新埔鎮寶石里文德路2段210巷附近,死亡1;受傷1,大型重型2(250-550C.C.)-機車;自用-小貨車(含客、貨兩用);自用-小客車,121.081859,24.808735
111年06月29日 03時33分00秒,臺中市西屯區惠來里文心路二段 / 臺中市西屯區惠來里市政北三路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.646901,24.158941
111年06月29日 08時30分14秒,南投縣埔里鎮新生路29號前0.0公尺附近,死亡1;受傷0,普通重型-機車;遊覽車-大客車,120.963474,23.958843
111年06月29日 10時28分00秒,高雄市三民區民族一路4號前0.0公尺,死亡1;受傷1,自用-大貨車;普通重型-機車;普通重型-機車;自用-小客車,120.314039,22.637282
111年06月29日 11時38分29秒,花蓮縣新城鄉台9線 180公里800.0公尺處,死亡1;受傷0,普通重型-機車,121.606081,24.056964
111年06月29日 13時00分05秒,臺東縣成功鎮台11線 112公里,死亡1;受傷0,普通重型-機車,121.344379,23.059007
111年06月29日 16時10分00秒,臺中市太平區中山里中山路二段335號前0.0公尺,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,120.730194,24.150286
111年06月29日 17時35分00秒,高雄市鳳山區建國路1段武松049路燈號前0.0公尺,死亡1;受傷0,普通輕型-機車;營業用-大貨車,120.365258,22.634985
111年06月29日 18時09分00秒,新北市板橋區新北市板橋區板城路023310號燈桿,死亡1;受傷2,普通重型-機車;腳踏自行車-慢車;普通重型-機車,121.445833,25.011111
111年06月30日 02時30分00秒,雲林縣褒忠鄉龍岩村158甲潮厝79電桿前,死亡1;受傷0,普通重型-機車,120.319082,23.720837
111年06月30日 07時18分00秒,雲林縣斗六市建興路176巷23弄與產業道路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.521045,23.706654
111年06月30日 08時13分00秒,臺東縣臺東市吉泰路與雲南路口以西約55公尺,死亡1;受傷0,自用-小客車,121.055928,22.720035
111年06月30日 10時22分32秒,桃園市中壢區圓光路二段北側 / 桃園市中壢區月山路北側,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.177059,25.005687
111年06月30日 18時07分00秒,桃園市大園區三民路2段附近 / 桃園市大園區坑菓路附近,死亡1;受傷0,普通重型-機車;自用-曳引車,121.259156,25.078913
111年07月01日 09時40分17秒,苗栗縣通霄鎮台61線北上122K匝道口,死亡2;受傷0,自用-曳引車;自用-小貨車(含客、貨兩用);行人-人,120.679888,24.503161
111年07月01日 22時43分23秒,臺南市關廟區關新路1段21號前0.0公尺附近,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.318004,22.975469
111年07月02日 04時41分00秒,臺北市士林區承德路4段 / 臺北市士林區中正路,死亡1;受傷2,自用-小客車;自用-小客車;普通重型-機車;自用-小客車,121.516612,25.091013
111年07月02日 11時45分00秒,宜蘭縣蘇澳鎮箕山橋上,死亡1;受傷0,自用-小客車;普通重型-機車,121.836369,24.596349
111年07月02日 22時39分00秒,彰化縣竹塘鄉台19線 34公里南側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.402497,23.849172
111年07月03日 21時38分09秒,雲林縣莿桐鄉延平路與南安路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.496819,23.755428
111年07月04日 05時53分00秒,臺中市龍井區國道3號 184公里900.0公尺處北側向外側,死亡1;受傷0,自用-大貨車;營業用-大貨車;營業用-半聯結車,120.586095,24.220587
111年07月04日 23時45分00秒,雲林縣崙背鄉阿勸村156縣道221508號路燈處,死亡1;受傷0,普通重型-機車,120.332331,23.767394
資料提供日期：111年07月11日,,,,,
事故類別：A1類,,,,,
